Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Senator Ted Cruz,SenatorTedCruz,315496455229328,GOVERNMENT_OFFICIAL,US,Official Facebook page of U.S. Sen. Ted Cruz (R-TX). ,2014-08-18 20:43:36 CEST,1355166,1738225,2021-04-27 15:23:52 CEST,2021-04-27,15:23:52,Link,"28,254",21974,3378,1591,192,39,276,194,583,27,,-,0,0,0,N/A,https://www.facebook.com/315496455229328/posts/3854606324651639,,https://www.newsweek.com/president-biden-responsible-this-border-crisis-opinion-1586557,,,President Biden is responsible for this border crisis | Opinion,"We have a humanitarian, public health and security emergency at the border.",,,,2.73
Senator Tommy Tuberville,SenatorTuberville,110924704157562,GOVERNMENT_OFFICIAL,US,U.S. Senator proudly representing the great state of Alabama,2021-01-08 19:26:34 CET,58608,60756,2021-04-29 04:29:24 CEST,2021-04-29,04:29:24,Status,"5,993",3144,1116,952,55,13,36,506,159,12,,-,0,0,0,N/A,https://www.facebook.com/110924704157562/posts/243395484243816,"Earlier today, I urged President Biden to use tonight’s Joint Address as a way to get back to the message of unity he sold to the American people. It is clear now that idea of unity is in the Biden Administration’s rearview mirror. From the Green New Deal to open borders, President Biden is working for the partisan progressives – not the American taxpayers. What bothered me most about what President Biden said tonight is the notion that America, the greatest nation in the world, is not great in the eyes of this Administration. Instead, he believes America should be completely changed down to its core. This much has been clear even before his address through his support of liberal policies like massive and untargeted spending bills, packing the Supreme Court, and stripping state’s Right to Work protections. The ‘American Families Plan’ is not about helping American families, it is about redefining what it means to be an American family – allowing for big government to infiltrate Alabamians homes and daily lives. The Biden Administration is more focused on paving the way for electric vehicles than paving roads in rural America. So, how does President Biden think Alabamians feel knowing that he’d rather spend, over $5 trillion dollars of their hard-earned dollars on progressive policies instead of investing in our national security or lifting up rural communities? To put that into perspective, that is enough to stack $1 bills from end to end from Alabama to the moon 70 times. That is abuse of taxpayer dollars that will be felt for generations to come. We need to believe in the power of the American people, not the power of the Biden Administration. Tonight’s address should have been a moment to hit reset. It wasn’t, and that is ultimately a disservice to the American people.",,,,,,,,,2.71
Senator Ted Cruz,SenatorTedCruz,315496455229328,GOVERNMENT_OFFICIAL,US,Official Facebook page of U.S. Sen. Ted Cruz (R-TX). ,2014-08-18 20:43:36 CEST,1354823,1737732,2021-04-19 22:57:29 CEST,2021-04-19,22:57:29,Link,"28,206",18204,3582,3122,160,175,2225,90,630,18,,-,0,0,0,N/A,https://www.facebook.com/315496455229328/posts/3833125990133006,Indeed. https://www.washingtonpost.com/opinions/biden-should-remember-his-own-words-on-court-packing/2021/04/16/3a195934-9ef2-11eb-b7a8-014b14aeb9e4_story.html,https://www.washingtonpost.com/opinions/biden-should-remember-his-own-words-on-court-packing/2021/04/16/3a195934-9ef2-11eb-b7a8-014b14aeb9e4_story.html,,,Opinion | Biden should remember that he once called court-packing a ‘bonehead idea’,It is a boneheaded idea that would destroy trust in our system.,,,,2.71
Senator Ted Cruz,SenatorTedCruz,315496455229328,GOVERNMENT_OFFICIAL,US,Official Facebook page of U.S. Sen. Ted Cruz (R-TX). ,2014-08-18 20:43:36 CEST,1360371,1743782,2021-05-07 16:04:31 CEST,2021-05-07,16:04:31,Status,"58,230",39376,5138,4131,8747,35,288,29,342,144,,-,0,0,0,N/A,https://www.facebook.com/315496455229328/posts/3883025315143073,"Today, the Texas House passed SB 7 on second reading, a bill to safeguard our elections in Texas, despite immense pressure from woke corporations and the liberal media. The bill protects the voting rights of 29 million Texans and would make our elections in Texas more accessible and more secure. When Texans go to cast a vote, that vote should count. I am grateful for the Republicans and the Leadership in the Texas House and Senate who have been leading the fight to protect the integrity of our elections in Texas, and I hope that this bill becomes law.",,,,,,,,,2.7
Senator Joni Ernst,senjoniernst,351671691660938,GOVERNMENT_OFFICIAL,US,"Official account of Senator Joni Ernst for Iowa. Follow for updates from Joni and her staff.

If you have questions, concerns, or need assistance and would like a response, please click the ""Contact Us"" button above or visit www.ernst.senate.gov",2015-05-27 21:28:02 CEST,24178,61613,2021-04-21 21:43:36 CEST,2021-04-21,21:43:36,Link,"1,138",142,335,239,3,26,93,18,281,1,,-,0,0,0,N/A,https://www.facebook.com/351671691660938/posts/1707660562728704,"Doesn’t get much swampier… Direct quote from this Washington Free Beacon piece: “Biden's energy secretary, Jennifer Granholm, also stands to profit from the legislation—she owns up to $5 million in Proterra, an electric bus manufacturer that Biden virtually toured on Tuesday.” https://freebeacon.com/biden-administration/green-infrastructure-backers-stand-to-profit-from-govt-spending-boost/amp/?__twitter_impression=true",https://freebeacon.com/biden-administration/green-infrastructure-backers-stand-to-profit-from-govt-spending-boost/amp/?__twitter_impression=true,,,'Green Infrastructure' Backers Stand to Profit From Gov't Spending Boost - Washington Free Beacon,"Democratic lawmakers and expert witnesses pushing President Joe Biden's $2 trillion ""green infrastructure"" package stand to profit from the plan, financial records reviewed by the Washington Free Beacon show.",,,,2.69
"Senator Roger Marshall, M.D.",RogerMarshallMD,232404617204556,GOVERNMENT_OFFICIAL,US,"Senator Roger Marshall, M.D. (R) is a U.S. Senator for the State of Kansas
",2017-01-06 15:19:01 CET,49395,54278,2021-04-29 05:10:47 CEST,2021-04-29,05:10:47,Native Video,"1,914",629,772,277,9,8,85,85,45,4,owned,Yes,11808,19157,0,00:02:08,https://www.facebook.com/232404617204556/posts/1224040764707598,Some initial thoughts post Biden’s speech:,https://www.facebook.com/RogerMarshallMD/videos/234319725115547/,,,,,,,,2.68
Tim Scott,votetimscott,349068689306,POLITICIAN,US,Honored to serve the citizens of South Carolina. http://www.votetimscott.com,2014-09-17 21:47:17 CEST,238369,265721,2021-04-30 19:05:51 CEST,2021-04-30,19:05:51,Photo,"9,205",5803,1211,601,1401,12,76,19,11,71,,-,0,0,0,N/A,https://www.facebook.com/349068689306/posts/10160806488599307,"The mainstream media is attacking me because I don’t fit their idea of a typical Republican. I’ve been called a “token,” “Uncle Tom,” and much worse. I want to show all Americans that the GOP is the party of opportunity for everyone. My team created this sticker to send a message to the Democrats that proud Black conservatives like me are NOT tokens. Get your sticker >> bit.ly/TeamScottSticker:=:https://secure.winred.com/tim-scott-for-senate/not-a-token-sticker/?utm_medium=organic-social&utm_source=FB&utm_content=sticker&utm_campaign=20210430_social-post",https://www.facebook.com/votetimscott/photos/a.448427444306/10160806481754307/?type=3,,LIMITED TIME OFFER: GET YOUR TIM SCOTT STICKER TODAY NOT ATOREN CLAIM MY STICKER,,,,,,2.68
John Cornyn,johncornyn,355316521236121,POLITICIAN,US,"Official campaign page for Texans for Senator John Cornyn, Inc.
On Twitter: https://twitter.com/teamcornyn
",2014-09-16 14:47:21 CEST,447119,421778,2021-04-09 16:26:02 CEST,2021-04-09,16:26:02,Link,"4,496",441,1400,537,3,24,107,57,1926,1,,-,0,0,0,N/A,https://www.facebook.com/355316521236121/posts/3304164653017945,Joe Biden is weaponizing “infrastructure” to fund his Green New Deal policies and raise our taxes. This bill is a liberal wish list that will kill our Texas energy jobs and hurt our middle class families while handing out money to liberal special interests.,https://www.cnbc.com/2021/03/31/biden-infrastructure-plan-includes-corporate-tax-hike-transportation-spending.html,,,President Biden unveils his $2 trillion infrastructure plan – here are the details,President Biden hopes to pass a $2 trillion infrastructure and economic recovery package to jolt the economy after approval of a Covid relief plan.,,,,2.67
Senator Mike Braun,SenatorBraun,2054764874600948,GOVERNMENT_OFFICIAL,US,"Official Facebook of U.S. Senator from Indiana, Mike Braun. 

To contact Senator Braun, please visit http://Braun.senate.gov",2019-01-10 18:56:24 CET,38028,80532,2021-04-27 21:14:18 CEST,2021-04-27,21:14:18,Link,"2,675",1253,857,157,190,11,28,16,157,6,,-,0,0,0,N/A,https://www.facebook.com/2054764874600948/posts/3956000257810724,"18 year-olds can carry a gun to defend our country in military service, but can't buy a handgun from licensed dealers. Americans between the ages of 18 and 21 are adults in the eyes of the law, & their Second Amendment right to defend themselves and their families shouldn't be infringed.",https://www.newsmax.com/politics/guns-age-limit-lummis/2021/04/27/id/1019208/,,,Lummis Introduces Bill to Lower Federal Legal Limit to Buy Handguns to 18,"Sen. Cynthia Lummis, R-Wyo., on Tuesday introduced a bill to lower the legal limit to buy a handgun to 18 around the country. The Second Amendment Mandates Equality Act of 2021 would repeal the federal law that currently prohibits...",,,,2.66
Senator Jim Risch,SenatorJimRisch,500772543609803,GOVERNMENT_OFFICIAL,US,"Proudly serving Idaho in the U.S. Senate. Chairman of Senate Committee on Foreign Relations. Visit my website at www.Risch.Senate.gov.

Profane, derogatory, and comments with obscenities will be deleted. ",2017-08-22 18:23:24 CEST,3477,12616,2021-04-23 00:00:22 CEST,2021-04-23,00:00:22,Photo,425,278,84,18,21,0,21,1,0,2,,-,0,0,0,N/A,https://www.facebook.com/500772543609803/posts/1451917281828653,"When you’re a farmer or a rancher, every day is #EarthDay.",https://www.facebook.com/SenatorJimRisch/photos/a.501210816899309/1451915968495451/?type=3,,,,,,,,2.66
Senator Josh Hawley,SenatorHawley,2310712675815366,POLITICIAN,US,"Please keep in mind this page is viewed by all ages and members of the community. Comments are encouraged, however, comments that are obscene, profane, abusive, threatening or target someone racially or sexually will be hidden. ",2019-01-14 15:24:36 CET,71108,88158,2021-04-21 22:12:49 CEST,2021-04-21,22:12:49,Status,"6,268",4035,1083,578,408,7,122,7,17,11,,-,0,0,0,N/A,https://www.facebook.com/2310712675815366/posts/2993473787539248,"I don't think that there is any question that these mega corporations have way too much power in American society, way too much power in American politics. Bottom line is that they want to run our democracy. They want to run our government. And the answer is for many of them is that we have to break up. We need to break up the monopolies pure and simple. We've done that before in American history. That has been a tried and true remedy for mega corporations that want to exert too much power. These corporations are delighted to give some money to BLM, to say that they are woke, to say that they believe in racial justice… But what have they been doing for the last 20, 30, 40 years? They have been shipping jobs overseas, they've been hollowing out the urban core, they've been taking away good paying jobs for Americans of all races and backgrounds. And they want to be left to continue to do that. They want us to look the other way while they continue to pursue those policies that have devastated whole communities – including in the urban core – and pretend that they are somehow socially just. It's a shell game. And it's time we called them on it.",,,,,,,,,2.65
Senator Joni Ernst,senjoniernst,351671691660938,GOVERNMENT_OFFICIAL,US,"Official account of Senator Joni Ernst for Iowa. Follow for updates from Joni and her staff.

If you have questions, concerns, or need assistance and would like a response, please click the ""Contact Us"" button above or visit www.ernst.senate.gov",2015-05-27 21:28:02 CEST,24283,61718,2021-05-04 23:25:56 CEST,2021-05-04,23:25:56,Photo,724,130,419,22,1,4,84,5,58,1,,-,0,0,0,N/A,https://www.facebook.com/351671691660938/posts/1717427111752049,"It’s simple—a move to all-electric vehicles means no more gasoline or diesel-powered vehicles, which could eliminate the need to blend ethanol & biodiesel. Biofuel is a cleaner choice at the pump & should absolutely be part of the conversation.",https://www.facebook.com/senjoniernst/photos/a.447912032036903/1717427001752060/?type=3,,Biden's electric vehicle ambitions leave ethanol sector on edge BY RYAN MCCRIMMON KELSEY TAMBORRINO 05/04/2021 05:00 AM EDT,,,,,,2.63
Senator Todd Young,SenatorToddYoung,186203844738421,GOVERNMENT_OFFICIAL,US,Representing Indiana in the U.S. Senate,2014-09-19 23:31:11 CEST,46906,100268,2021-04-08 21:31:03 CEST,2021-04-08,21:31:03,Link,"1,142",311,508,40,9,8,113,12,140,1,,-,0,0,0,N/A,https://www.facebook.com/186203844738421/posts/5935382206487194,"I support vigorous infrastructure investments, but too much of the Democrats’ infrastructure package does not fall under this banner. In fact, about 70% of the funds in the proposal are spent on things other than true infrastructure.",https://www.wibc.com/news/local-indiana/young-says-american-jobs-act-should-only-cover-traditional-infrastructure/,,,Young Says American Jobs Act Should Only Cover “Traditional Infrastructure”,"WASHINGTON — Republicans’ main gripe with President Biden’s American Jobs Act is that a majority of the bill has nothing to do with “traditional infrastructure.” Infrastructure is typically thought of as roads, bridges, buildings, and the power",,,,2.63
Senator Joni Ernst,senjoniernst,351671691660938,GOVERNMENT_OFFICIAL,US,"Official account of Senator Joni Ernst for Iowa. Follow for updates from Joni and her staff.

If you have questions, concerns, or need assistance and would like a response, please click the ""Contact Us"" button above or visit www.ernst.senate.gov",2015-05-27 21:28:02 CEST,24064,61530,2021-04-11 00:11:34 CEST,2021-04-11,00:11:34,Link,"1,116",259,208,49,7,0,1,423,5,164,,-,0,0,0,N/A,https://www.facebook.com/351671691660938/posts/1699643380197089,"Join me in praying for Sgt. Smith’s family, friends, and our Iowa State Patrol. His tragic death is a reminder of the sacrifices our law enforcement officers make for the safety and security of our communities. God bless the men and women in blue.",https://www.desmoinesregister.com/story/news/crime-and-courts/2021/04/10/iowa-state-patrol-trooper-shot-killed-grundy-center-standoff-dept-of-public-safety-grundy-county/7173033002/,,,"27-year veteran of Iowa State Patrol, Sgt. Jim Smith, killed in Grundy Center standoff","Smith was killed during an attempt to end a standoff with an armed man in Grundy Center late Friday, the Iowa Department of Public Safety said.",,,,2.63
Senator Tommy Tuberville,SenatorTuberville,110924704157562,GOVERNMENT_OFFICIAL,US,U.S. Senator proudly representing the great state of Alabama,2021-01-08 19:26:34 CET,58608,60756,2021-04-29 04:57:33 CEST,2021-04-29,04:57:33,Photo,"2,220",870,718,286,8,8,19,95,215,1,,-,0,0,0,N/A,https://www.facebook.com/110924704157562/posts/243411144242250,"After 100 days in office, President Biden and his Administration have prioritized a partisan agenda without regard of its disastrous impact on working families and rural America: ❌ Opened our borders ❌ Appeased Big Labor ❌ Killed good paying jobs",https://www.facebook.com/SenatorTuberville/photos/a.159828802600485/243410120909019/?type=3,,,,,,,,2.61
Senator Jim Inhofe,jiminhofe,55018309421,GOVERNMENT_OFFICIAL,US,"Senator Jim Inhofe is consistently ranked the top Senate Conservative by National Journal, Human Events and others.",2013-04-09 00:41:34 CEST,37904,96902,2021-05-04 01:00:19 CEST,2021-05-04,01:00:19,Link,"1,455",456,568,81,6,8,175,14,146,1,,-,0,0,0,N/A,https://www.facebook.com/55018309421/posts/10158280848204422,"Ever since George W. Bush defeated Al Gore in 2000, sore loser Democrats have been trying to destroy the Electoral College, so this isn’t an empty or even a new threat. Read my op-ed in The Daily Signal here ⬇️",https://www.dailysignal.com/2021/04/26/only-sore-loser-democrats-want-to-abolish-electoral-college/,,,Only 'Sore Loser Democrats’ Want to Abolish Electoral College,A poll from 2019 revealed 60% of Democratic voters wanted to abolish the Electoral College—and just 21% wanted to keep it.,,,,2.57
Senator Chuck Grassley,grassley,106480645796,GOVERNMENT_OFFICIAL,US,"Senator Chuck Grassley is the senior senator from Iowa. He is the chairman of the Senate Finance Committee and is also President Pro Tempore of the U.S. Senate. 

Senator Grassley puts the needs of Iowans first. That’s why, every year since joining the Senate, Senator Grassley’s held meetings in each of the state’s 99 counties. While in Washington, he reserves time each day to meet with constituents. Iowans always set the agenda.

If you're an Iowan and would like a response from Senator Grassley to your question or comment or to schedule a meeting, please visit his official website.
",2013-04-09 00:41:24 CEST,44397,74488,2021-04-16 21:40:00 CEST,2021-04-16,21:40:00,Native Video,835,177,432,36,1,1,118,3,67,0,owned,Yes,6536,6810,0,00:01:23,https://www.facebook.com/106480645796/posts/10159240741000797,This new attempt to pack the Supreme Court is nothing more than a political power grab that would jeopardize the court’s credibility and reduce the public’s trust.,https://www.facebook.com/grassley/videos/180346630578467/,,,Political power grab,,,,,2.55
Senator Rand Paul,SenatorRandPaul,161355253917286,GOVERNMENT_OFFICIAL,US,The official Facebook Page of United States Senator Rand Paul (R-KY)      http://paul.senate.gov/,2014-04-25 17:35:30 CEST,819258,851518,2021-04-14 20:57:04 CEST,2021-04-14,20:57:04,Status,"14,658",12258,1142,691,408,22,81,8,12,36,,-,0,0,0,N/A,https://www.facebook.com/161355253917286/posts/4188698924516212,"It’s great when we can find places to agree. I’m grateful President Biden is keeping President Trump’s plan to leave Afghanistan, even with a delay until fall. The time to bring our troops home is now or as soon as possible. Enough endless wars.",,,,,,,,,2.55
Senator Joni Ernst,senjoniernst,351671691660938,GOVERNMENT_OFFICIAL,US,"Official account of Senator Joni Ernst for Iowa. Follow for updates from Joni and her staff.

If you have questions, concerns, or need assistance and would like a response, please click the ""Contact Us"" button above or visit www.ernst.senate.gov",2015-05-27 21:28:02 CEST,24078,61538,2021-04-12 15:32:04 CEST,2021-04-12,15:32:04,Link,"1,084",325,538,29,6,4,97,11,73,1,,-,0,0,0,N/A,https://www.facebook.com/351671691660938/posts/1700866836741410,"The Biden Administration’s “infrastructure” framework is a dead-end street toward helping our communities with their infrastructure needs. The president needs to do a U-turn, because his current plan is going to give taxpayers nothing but higher taxes and road rage. https://www.ernst.senate.gov/public/index.cfm/2021/4/joni-ernst-biden-s-infrastructure-roadmap-is-a-wrong-turn-down-a-dead-end-street",https://www.ernst.senate.gov/public/index.cfm/2021/4/joni-ernst-biden-s-infrastructure-roadmap-is-a-wrong-turn-down-a-dead-end-street,,,Joni Ernst: Biden’s “Infrastructure” Roadmap Is a Wrong Turn down a Dead-End Street.,"When you hear the word infrastructure, what comes to mind? Roads, bridges, locks and dams, and maybe broadband? Well, according to the Biden Administration, infrastructure is just a buzz word for every progressive wish list item under the sun. Sadly, the president’s recent “infrastructur...",,,,2.55
Senator James Lankford,SenatorLankford,130873066975024,GOVERNMENT_OFFICIAL,US,United States Senator for the State of Oklahoma.,2013-04-09 00:42:38 CEST,72682,138170,2021-04-15 19:10:02 CEST,2021-04-15,19:10:02,Link,"3,042",902,1069,365,16,31,228,41,386,4,,-,0,0,0,N/A,https://www.facebook.com/130873066975024/posts/4149674991761458,Democrats are officially trying to pack the Supreme Court by adding enough Justices to bend it to their will. This is certainly NOT what President Biden said in his “unity” inauguration speech. This is the most radical left agenda in American history. The late Justice Ginsburg opposed packing the Court & liberal Justice Breyer opposes packing the Court so the left wants to cancel him.,https://www.foxnews.com/politics/flashback-ruth-bader-ginsburg-opposed-court-packing,,,"FLASHBACK: Ruth Bader Ginsburg opposed court-packing, said 'nine seems to be a good number'",House and Senate Democrats are poised to introduce legislation to expand the number of justices on the Supreme Court so President Biden can add several of his own picks -- a practice known as court-packing -- but the late liberal icon Justice Ruth Bader Ginsburg once firmly came out against the idea...,,,,2.55
Senator Roy Blunt,SenatorBlunt,142473042477322,GOVERNMENT_OFFICIAL,US,"Official Facebook page of U.S. Senator Roy Blunt, representing the great state of Missouri. Join Sen. Blunt on Twitter.com/RoyBlunt, Instagram.com/RoyBlunt",2013-04-09 00:43:08 CEST,31516,83785,2021-04-13 23:38:44 CEST,2021-04-13,23:38:44,Native Video,"1,185",212,708,52,2,5,128,6,69,3,owned,Yes,6460,7456,0,00:01:53,https://www.facebook.com/142473042477322/posts/4095289677195619,"The president’s Supreme Court commission puts the executive branch in the position of evaluating how the judicial branch is doing its job, which comes dangerously close to challenging the balance of the Constitution. Looking at ways to pack the Supreme Court is a bad road to go down. It could end up in a limitless expansion of the court, and runs counter to what justices appointed by Democrat and Republican administrations alike have said: nine is the right number.",https://www.facebook.com/SenatorBlunt/videos/509184473582549/,,,Blunt: Expanding Supreme Court “Is A Bad Road to go Down”,,,,,2.52
Senator Michael Bennet,senbennetco,97172997732,GOVERNMENT_OFFICIAL,US,"Michael Bennet is a U.S. Senator from Colorado. If you'd like to send him a message, visit http://www.bennet.senate.gov/contact/",2013-04-09 00:43:07 CEST,61121,111183,2021-04-13 02:47:09 CEST,2021-04-13,02:47:09,Status,"2,577",1137,865,94,59,8,32,159,23,200,,-,0,0,0,N/A,https://www.facebook.com/97172997732/posts/10159080999177733,I've said this before but it bears repeating until we see the change we need to see. What has happened to Duante Wright & Caron Nazario would never have happened to me or my daughters. We need to confront that real inequality as a country. #BlackLivesMatter,,,,,,,,,2.52
Senator John Kennedy,SenatorJohnKennedy,915504505253663,GOVERNMENT_OFFICIAL,US,U.S. Senator working on behalf of the people of Louisiana,2017-01-06 23:00:07 CET,64896,148246,2021-04-19 22:50:32 CEST,2021-04-19,22:50:32,Link,"3,173",2314,165,428,241,4,10,0,5,6,,-,0,0,0,N/A,https://www.facebook.com/915504505253663/posts/2194325554038212,"Reality: Increasing natural gas production and Louisiana’s LNG exports will not only cut down on greenhouse gases, it will also reduce America’s dependence on foreign energy and create jobs here at home. https://www.kennedy.senate.gov/public/press-releases?id=EDF76F10-80D7-46C8-BD95-6F1A24127CD0",https://www.kennedy.senate.gov/public/press-releases?id=EDF76F10-80D7-46C8-BD95-6F1A24127CD0,,,ICYMI: Liquefied natural gas Louisiana’s liquid gold—Let’s share the wealth,"MADISONVILLE, La. – Sen. John Kennedy (R-La.) authored this op-ed for the American Press in Lake Charles, La., highlighting the benefits of liquefied natural gas (LNG) and Louisiana’s role in producing this resource. “There is a growing global hunger for liquefied natural gas (LNG)...",,,,2.52
Senator Shelley Moore Capito,senshelley,8057864757,GOVERNMENT_OFFICIAL,US,Proudly representing West Virginia in the United States Senate. ,2013-04-09 00:40:37 CEST,29188,55325,2021-04-30 02:46:40 CEST,2021-04-30,02:46:40,Native Video,464,221,139,17,37,1,40,2,4,3,owned,Yes,3732,3863,0,00:00:31,https://www.facebook.com/8057864757/posts/10159192481329758,"Shameful. Last night, Senator Tim Scott was smeared for sharing his perspective and upbringing with the American people. If you know Senator Scott, you know he’s a wonderful man and a great public servant with a positive, smart vision for our country.",https://www.facebook.com/senshelley/videos/3681363765324368/,,,,,,,,2.51
Senator Roger Wicker,SenatorWicker,158401580882385,GOVERNMENT_OFFICIAL,,Proudly serving the great state of Mississippi. I want to hear from you. Contact my office at http://wicker.senate.gov.,2015-02-21 00:50:03 CET,13629,63570,2021-04-13 00:48:35 CEST,2021-04-13,00:48:35,Link,"1,414",203,654,120,16,28,90,18,284,1,,-,0,0,0,N/A,https://www.facebook.com/158401580882385/posts/3801786576543849,"Unbelievable. The NCAA wants to take away opportunities from Mississippi athletes because our state believes in biology. At this rate, they will have to cancel every other state that decides to protect women’s sports.",https://www.sunherald.com/sports/article250611399.html,,,NCAA may pull championship events from Mississippi over anti-transgender legislation,"The state’s new law, which is set to go into effect on July 1, requires the state’s schools and colleges to designate teams by sex assigned at birth.",,,,2.51
Senator Steve Daines,SteveDainesMT,185361254941832,GOVERNMENT_OFFICIAL,US,"Fifth-generation Montanan & father of four, serving the people of Montana in the U.S. Senate.
To contact me, please visit www.daines.senate.gov",2014-08-26 06:21:59 CEST,21730,34276,2021-04-15 15:29:55 CEST,2021-04-15,15:29:55,Link,"2,158",456,1141,61,44,10,36,63,345,2,,-,0,0,0,N/A,https://www.facebook.com/185361254941832/posts/2379419095536026,"Abortion is not family planning, it is family destruction. President Biden’s actions are an attempt to provide a taxpayer-funded giveaway to Planned Parenthood and the abortion industry. This defies the law and tramples over the consciences of health care providers and the American taxpayers.",https://www.nationalreview.com/corner/biden-administration-set-to-restore-planned-parenthood-funding/,,,Biden Administration Set to Restore Planned Parenthood Funding | National Review,"The administration is working to undo the Protect Life rule, which removed Title X funding from abortion providers.",,,,2.51
Tim Scott,votetimscott,349068689306,POLITICIAN,US,Honored to serve the citizens of South Carolina. http://www.votetimscott.com,2014-09-17 21:47:17 CEST,199972,223507,2021-04-21 16:36:50 CEST,2021-04-21,16:36:50,Link,"6,252",4607,540,667,165,20,44,109,87,13,,-,0,0,0,N/A,https://www.facebook.com/349068689306/posts/10160781563454307,"Americans have made their voices loud and clear: we NEED a secure southern border. The Biden administration has failed to address a humanitarian crisis of its own making, and it’s putting our nation at risk. We don’t have to choose between welcoming people to achieve the American Dream and keeping Americans safe. Joe Biden and Kamala Harris need to listen to the American people and secure our southern border.",https://bit.ly/3ellcwD,https://thehill.com/blogs/congress-blog/politics/548934-bidens-border-polls-lower-than-bottom-of-rio-grande,,Biden's border polls lower than bottom of Rio Grande,"The Trump administration demonstrated that merely enforcing existing laws could bring illegal immigration under control and secure the border. That is the model to follow, and the only place to start for returning humanity, safety, and the rule of law to our Southern border.",,,,2.49
Senator Bill Hagerty,SenatorBillHagerty,106204684773712,GOVERNMENT_OFFICIAL,US,Husband | Father of four | Businessman | Community Volunteer | Conservative Republican | U.S. Senator | Former U.S. Ambassador to Japan | Proud Tennessean,2021-01-25 07:52:31 CET,40311,39299,2021-04-24 21:46:11 CEST,2021-04-24,21:46:11,Photo,288,158,99,16,8,0,5,0,1,1,,-,0,0,0,N/A,https://www.facebook.com/106204684773712/posts/150198707040976,"It was great to meet with Tennessee business leaders in Knoxville yesterday. These pioneers, developers, innovators, and employers contribute daily to our state’s economic growth and production, and I’m proud to represent and fight for them in Washington.",https://www.facebook.com/SenatorBillHagerty/photos/a.109802517747262/150198587040988/?type=3,,,Photos from Senator Bill Hagerty's post,,,,,2.48
Senator Bill Hagerty,SenatorBillHagerty,106204684773712,GOVERNMENT_OFFICIAL,US,Husband | Father of four | Businessman | Community Volunteer | Conservative Republican | U.S. Senator | Former U.S. Ambassador to Japan | Proud Tennessean,2021-01-25 07:52:31 CET,40310,39268,2021-04-17 02:24:03 CEST,2021-04-17,02:24:03,Photo,288,177,73,17,9,4,2,3,3,0,,-,0,0,0,N/A,https://www.facebook.com/106204684773712/posts/145587544168759,"This morning, I was pleased to celebrate a new joint venture of General Motors & LG Global Energy Solution. Their new facility in Spring Hill will bring 1,300 jobs, $2.3 billion in investment, & continue to make Tennessee a leader in automotive manufacturing — helping our economy grow for years to come.",https://www.facebook.com/SenatorBillHagerty/photos/a.109802517747262/145586874168826/?type=3,,,Photos from Senator Bill Hagerty's post,,,,,2.48
Senator Joni Ernst,senjoniernst,351671691660938,GOVERNMENT_OFFICIAL,US,"Official account of Senator Joni Ernst for Iowa. Follow for updates from Joni and her staff.

If you have questions, concerns, or need assistance and would like a response, please click the ""Contact Us"" button above or visit www.ernst.senate.gov",2015-05-27 21:28:02 CEST,24287,61724,2021-05-06 21:52:21 CEST,2021-05-06,21:52:21,Link,764,116,294,96,1,17,61,5,174,0,,-,0,0,0,N/A,https://www.facebook.com/351671691660938/posts/1718921711602589,"Even CNN agrees… Direct excerpt: “That Granholm even promoted electronic cars as part of the administration's climate push is already ethically questionable, experts say, but Biden & Harris' direct highlighting of Proterra is even more problematic as it could increase the company's value when it goes public -- and increase Granholm's profits.” https://www.cnn.com/2021/05/06/politics/granholm-proterra-electric-car/index.html",https://freebeacon.com/biden-administration/green-infrastructure-backers-stand-to-profit-from-govt-spending-boost/amp/?__twitter_impression=true,,,This is a re-share of a post,"Doesn’t get much swampier…
 
Direct quote from this Washington Free Beacon piece: “Biden's energy secretary, Jennifer Granholm, also stands to profit from the legislation—she owns up to $5 million in Proterra, an electric bus manufacturer that Biden virtually toured on Tuesday.” https://freebeacon.com/biden-administration/green-infrastructure-backers-stand-to-profit-from-govt-spending-boost/amp/?__twitter_impression=true",,,,2.47
